message_id,item_id,group_id,item_title,priority,confidence,score,group_status,group_latest_deadline,as_of,reason,signals
MSG_0217,EVENT_0044,GROUP_040,Review,low,0.5952,0.05,pending,,2026-10-05 01:24:00,"Assessed low: this subject is a meeting or event. the only statements made about this subject are hedged (""could be""), so no firm status can be asserted.",status_unclear no_deadline category_meeting_event
MSG_0218,EVENT_0045,GROUP_031,Sprint planning,high,0.7509,3.45,rescheduled,,2026-10-05 01:24:00,Assessed high: the event of 2026-10-03 (MSG_0967) passed 2 day(s) before the most recent message; this subject is a meeting or event.,deadline_overdue category_meeting_event
MSG_0219,TASK_0064,GROUP_035,Send the expense receipt,low,0.5046,-5.7,cancelled,2026-10-01,2026-10-05 01:24:00,Assessed low: the recorded messages disagree about this subject's state. MSG_0940 cancels this.,status_cancelled status_contested
MSG_0220,TASK_0065,GROUP_010,Confirm the interview slot,critical,0.8299,9.3,pending,2026-10-02,2026-10-05 01:24:00,"Assessed critical: the deadline of 2026-10-02 (MSG_0976) passed 3 day(s) before the most recent message; DEMO_001 states the deadline as ""tomorrow at 10:00""; it was not resolved to a date, so the proximity is taken from the wording; at least one message about this subject uses explicit urgency wording. MSG_0976 pushed the deadline from 2026-09-28 back to 2026-10-02.",deadline_relative_imminent deadline_overdue deadline_moved_later deadline_conflict explicit_urgency chased_repeatedly response_required category_action_required
MSG_0221,TASK_0066,GROUP_028,Finish the test cases,low,0.5664,-5.1,completed,2026-09-27,2026-10-05 01:24:00,Assessed low: the subject was chased after it was reported closed; the recorded messages disagree about this subject's state. MSG_0931 reports this complete.,status_completed status_contested chased_after_closure
MSG_0222,EVENT_0046,GROUP_006,Internship orientation,medium,0.7509,1.65,rescheduled,,2026-10-05 01:24:00,Assessed medium: the event of 2026-10-07 (DEMO_009) is 2 days away; this subject is a meeting or event.,deadline_within_3_days category_meeting_event
MSG_0223,EVENT_0047,GROUP_015,Study-group session,high,0.7509,3.45,rescheduled,,2026-10-05 01:24:00,Assessed high: the event of 2026-10-04 (MSG_0956) passed 1 day(s) before the most recent message; this subject is a meeting or event.,deadline_overdue category_meeting_event
MSG_0226,TASK_0067,GROUP_036,Verify the dataset labels,low,0.5046,-5.7,cancelled,2026-09-28,2026-10-05 01:24:00,Assessed low: the recorded messages disagree about this subject's state. MSG_0948 cancels this.,status_cancelled status_contested
MSG_0231,TASK_0068,GROUP_032,Send the revised presentation,low,0.5657,-5.1,cancelled,2026-09-29,2026-10-05 01:24:00,Assessed low: the subject was chased after it was reported closed; the recorded messages disagree about this subject's state. MSG_0934 cancels this.,status_cancelled status_contested chased_after_closure
MSG_0232,TASK_0069,GROUP_007,Renew the library book,critical,0.8892,8.5,pending,2026-09-30,2026-10-05 01:24:00,Assessed critical: the deadline of 2026-09-30 (MSG_0986) passed 5 day(s) before the most recent message; at least one message about this subject uses explicit urgency wording; the subject has been chased 5 times.,deadline_overdue deadline_moved_earlier deadline_conflict explicit_urgency chased_repeatedly response_required category_action_required
MSG_0244,EVENT_0048,GROUP_026,AI workshop,high,0.7509,3.45,rescheduled,,2026-10-05 01:24:00,Assessed high: the event of 2026-09-30 (MSG_0964) passed 5 day(s) before the most recent message; this subject is a meeting or event.,deadline_overdue category_meeting_event
MSG_0245,TASK_0070,GROUP_020,Complete the Python exercise,low,0.5046,-5.7,cancelled,2026-10-01,2026-10-05 01:24:00,Assessed low: the recorded messages disagree about this subject's state. MSG_0938 cancels this.,status_cancelled status_contested
MSG_0249,EVENT_0049,GROUP_003,Mentor catch-up,medium,0.7509,2.65,rescheduled,,2026-10-05 01:24:00,Assessed medium: the event of 2026-10-05 (MSG_0969) is the day of the most recent message; this subject is a meeting or event.,deadline_today category_meeting_event
MSG_0251,TASK_0071,GROUP_021,Call the service centre,low,0.5664,-5.1,completed,2026-10-02,2026-10-05 01:24:00,Assessed low: the subject was chased after it was reported closed; the recorded messages disagree about this subject's state. MSG_0939 reports this complete.,status_completed status_contested chased_after_closure
MSG_0252,TASK_0072,GROUP_041,Back up the project files,critical,0.8892,5.9,pending,2026-09-27,2026-10-05 01:24:00,Assessed critical: the deadline of 2026-09-27 (MSG_0989) passed 8 day(s) before the most recent message; at least one message about this subject uses explicit urgency wording; the most recent traffic about this subject is an unanswered question. MSG_0989 pushed the deadline from 2026-09-08 back to 2026-09-27.,deadline_overdue deadline_moved_later explicit_urgency chased_once response_required category_action_required
MSG_0255,EVENT_0050,GROUP_006,Internship orientation,medium,0.7509,1.65,rescheduled,,2026-10-05 01:24:00,Assessed medium: the event of 2026-10-07 (DEMO_009) is 2 days away; this subject is a meeting or event.,deadline_within_3_days category_meeting_event
MSG_0258,EVENT_0051,GROUP_019,Client discussion,low,0.7509,0.95,rescheduled,,2026-10-05 01:24:00,Assessed low: the event of 2026-10-09 (MSG_0961) is 4 days away; this subject is a meeting or event.,deadline_within_7_days category_meeting_event
MSG_0265,TASK_0073,GROUP_005,Pay the electricity bill,high,0.82,4.1,pending,2026-09-28,2026-10-05 01:24:00,Assessed high: the deadline of 2026-09-28 (MSG_0990) passed 7 day(s) before the most recent message; the most recent traffic about this subject is an unanswered question; the subject has been chased 2 time(s). MSG_0990 pushed the deadline from 2026-09-07 back to 2026-09-28.,deadline_overdue deadline_moved_later chased_once response_required category_action_required
MSG_0268,EVENT_0052,GROUP_031,Sprint planning,high,0.7509,3.45,rescheduled,,2026-10-05 01:24:00,Assessed high: the event of 2026-10-03 (MSG_0967) passed 2 day(s) before the most recent message; this subject is a meeting or event.,deadline_overdue category_meeting_event
MSG_0269,TASK_0074,GROUP_013,Upload the assignment,low,0.8117,1.4,pending,2026-10-20,2026-10-05 01:24:00,Assessed low: the subject has been chased 5 times; the most recent traffic about this subject is an unanswered question; this subject is work the recipient must do. the deadline of 2026-10-20 (DEMO_020) is 15 days away; DEMO_020 pushed the deadline from 2026-09-05 back to 2026-10-20.,deadline_beyond_7_days deadline_moved_later chased_repeatedly response_required category_action_required
MSG_0271,EVENT_0053,GROUP_042,Design review,low,0.5434,0.25,pending,,2026-10-05 01:24:00,Assessed low: this subject is a meeting or event.,no_deadline category_meeting_event
MSG_0275,EVENT_0054,GROUP_001,Family dinner,medium,0.7509,2.25,rescheduled,,2026-10-05 01:24:00,Assessed medium: the event of 2026-10-06 (MSG_0958) is one day after the most recent message; this subject is a meeting or event.,deadline_tomorrow category_meeting_event
MSG_0277,TASK_0075,GROUP_017,Demo was ready,low,0.5434,0.4,pending,,2026-10-05 01:24:00,Assessed low: this subject is work the recipient must do.,no_deadline category_action_required
MSG_0278,EVENT_0055,,Meeting,low,0.451,0.25,,,2026-10-05 01:24:00,Assessed low: this subject is a meeting or event.,no_deadline category_meeting_event
MSG_0280,TASK_0076,GROUP_038,Share the meeting notes,critical,0.8892,5.9,pending,2026-09-27,2026-10-05 01:24:00,Assessed critical: the deadline of 2026-09-27 (MSG_0971) passed 8 day(s) before the most recent message; at least one message about this subject uses explicit urgency wording; the most recent traffic about this subject is an unanswered question. MSG_0971 pushed the deadline from 2026-09-02 back to 2026-09-27.,deadline_overdue deadline_moved_later explicit_urgency chased_once response_required category_action_required
MSG_0282,EVENT_0056,GROUP_033,Technical interview,high,0.7509,3.45,rescheduled,,2026-10-05 01:24:00,Assessed high: the event of 2026-10-04 (MSG_0968) passed 1 day(s) before the most recent message; this subject is a meeting or event.,deadline_overdue category_meeting_event
MSG_0283,TASK_0077,GROUP_021,Call the service centre,low,0.5664,-5.1,completed,2026-10-02,2026-10-05 01:24:00,Assessed low: the subject was chased after it was reported closed; the recorded messages disagree about this subject's state. MSG_0939 reports this complete.,status_completed status_contested chased_after_closure
MSG_0287,TASK_0078,GROUP_004,Reply to the client email,critical,0.82,5.5,pending,2026-09-10,2026-10-05 01:24:00,Assessed critical: the deadline of 2026-09-10 (MSG_0853) passed 25 day(s) before the most recent message; the subject has been chased 6 times; the most recent traffic about this subject is an unanswered question.,deadline_overdue chased_repeatedly response_required category_action_required
MSG_0289,TASK_0079,GROUP_028,Finish the test cases,low,0.5664,-5.1,completed,2026-09-27,2026-10-05 01:24:00,Assessed low: the subject was chased after it was reported closed; the recorded messages disagree about this subject's state. MSG_0931 reports this complete.,status_completed status_contested chased_after_closure
MSG_0293,EVENT_0057,GROUP_042,Design review,low,0.5434,0.25,pending,,2026-10-05 01:24:00,Assessed low: this subject is a meeting or event.,no_deadline category_meeting_event
MSG_0294,EVENT_0058,GROUP_003,Mentor catch-up,medium,0.7509,2.65,rescheduled,,2026-10-05 01:24:00,Assessed medium: the event of 2026-10-05 (MSG_0969) is the day of the most recent message; this subject is a meeting or event.,deadline_today category_meeting_event
MSG_0300,TASK_0080,GROUP_012,Update the project tracker,low,0.5664,-5.1,cancelled,2026-10-06,2026-10-05 01:24:00,Assessed low: the subject was chased after it was reported closed; the recorded messages disagree about this subject's state. MSG_0942 cancels this.,status_cancelled status_contested chased_after_closure
MSG_0301,TASK_0081,GROUP_004,Reply to the client email,critical,0.82,5.5,pending,2026-09-10,2026-10-05 01:24:00,Assessed critical: the deadline of 2026-09-10 (MSG_0853) passed 25 day(s) before the most recent message; the subject has been chased 6 times; the most recent traffic about this subject is an unanswered question.,deadline_overdue chased_repeatedly response_required category_action_required
MSG_0302,EVENT_0059,GROUP_019,Client discussion,low,0.7509,0.95,rescheduled,,2026-10-05 01:24:00,Assessed low: the event of 2026-10-09 (MSG_0961) is 4 days away; this subject is a meeting or event.,deadline_within_7_days category_meeting_event
MSG_0306,TASK_0082,GROUP_008,Review the model results,low,0.5659,-5.1,completed,2026-09-30,2026-10-05 01:24:00,Assessed low: the subject was chased after it was reported closed; the recorded messages disagree about this subject's state. MSG_0935 reports this complete.,status_completed status_contested chased_after_closure
MSG_0307,TASK_0083,GROUP_032,Send the revised presentation,low,0.5657,-5.1,cancelled,2026-09-29,2026-10-05 01:24:00,Assessed low: the subject was chased after it was reported closed; the recorded messages disagree about this subject's state. MSG_0934 cancels this.,status_cancelled status_contested chased_after_closure
MSG_0309,TASK_0084,GROUP_011,Email the signed document,low,0.5712,-5.1,completed,2026-09-06,2026-10-05 01:24:00,Assessed low: the subject was chased after it was reported closed; the recorded messages disagree about this subject's state. MSG_0933 reports this complete.,status_completed status_contested chased_after_closure
MSG_0310,TASK_0085,GROUP_043,Send it soon,low,0.5434,0.4,pending,,2026-10-05 01:24:00,Assessed low: this subject is work the recipient must do.,no_deadline category_action_required
MSG_0311,EVENT_0060,GROUP_015,Study-group session,high,0.7509,3.45,rescheduled,,2026-10-05 01:24:00,Assessed high: the event of 2026-10-04 (MSG_0956) passed 1 day(s) before the most recent message; this subject is a meeting or event.,deadline_overdue category_meeting_event
MSG_0312,TASK_0086,GROUP_041,Back up the project files,critical,0.8892,5.9,pending,2026-09-27,2026-10-05 01:24:00,Assessed critical: the deadline of 2026-09-27 (MSG_0989) passed 8 day(s) before the most recent message; at least one message about this subject uses explicit urgency wording; the most recent traffic about this subject is an unanswered question. MSG_0989 pushed the deadline from 2026-09-08 back to 2026-09-27.,deadline_overdue deadline_moved_later explicit_urgency chased_once response_required category_action_required
MSG_0314,TASK_0087,GROUP_010,Confirm the interview slot,critical,0.8299,9.3,pending,2026-10-02,2026-10-05 01:24:00,"Assessed critical: the deadline of 2026-10-02 (MSG_0976) passed 3 day(s) before the most recent message; DEMO_001 states the deadline as ""tomorrow at 10:00""; it was not resolved to a date, so the proximity is taken from the wording; at least one message about this subject uses explicit urgency wording. MSG_0976 pushed the deadline from 2026-09-28 back to 2026-10-02.",deadline_relative_imminent deadline_overdue deadline_moved_later deadline_conflict explicit_urgency chased_repeatedly response_required category_action_required
MSG_0316,EVENT_0061,GROUP_033,Technical interview,high,0.7509,3.45,rescheduled,,2026-10-05 01:24:00,Assessed high: the event of 2026-10-04 (MSG_0968) passed 1 day(s) before the most recent message; this subject is a meeting or event.,deadline_overdue category_meeting_event
MSG_0317,TASK_0088,GROUP_032,Send the revised presentation,low,0.5657,-5.1,cancelled,2026-09-29,2026-10-05 01:24:00,Assessed low: the subject was chased after it was reported closed; the recorded messages disagree about this subject's state. MSG_0934 cancels this.,status_cancelled status_contested chased_after_closure
MSG_0323,TASK_0089,GROUP_043,Send it soon,low,0.5434,0.4,pending,,2026-10-05 01:24:00,Assessed low: this subject is work the recipient must do.,no_deadline category_action_required
MSG_0327,EVENT_0062,GROUP_044,College seminar,low,0.5434,0.25,pending,,2026-10-05 01:24:00,Assessed low: this subject is a meeting or event.,no_deadline category_meeting_event
MSG_0330,EVENT_0063,GROUP_026,AI workshop,high,0.7509,3.45,rescheduled,,2026-10-05 01:24:00,Assessed high: the event of 2026-09-30 (MSG_0964) passed 5 day(s) before the most recent message; this subject is a meeting or event.,deadline_overdue category_meeting_event
MSG_0331,TASK_0090,GROUP_014,Complete the onboarding form,critical,0.82,5.5,pending,2026-09-06,2026-10-05 01:24:00,Assessed critical: the deadline of 2026-09-06 (MSG_0624) passed 29 day(s) before the most recent message; the subject has been chased 6 times; the most recent traffic about this subject is an unanswered question.,deadline_overdue chased_repeatedly response_required category_action_required
MSG_0334,TASK_0091,GROUP_041,Back up the project files,critical,0.8892,5.9,pending,2026-09-27,2026-10-05 01:24:00,Assessed critical: the deadline of 2026-09-27 (MSG_0989) passed 8 day(s) before the most recent message; at least one message about this subject uses explicit urgency wording; the most recent traffic about this subject is an unanswered question. MSG_0989 pushed the deadline from 2026-09-08 back to 2026-09-27.,deadline_overdue deadline_moved_later explicit_urgency chased_once response_required category_action_required
MSG_0335,TASK_0092,GROUP_010,Confirm the interview slot,critical,0.8299,9.3,pending,2026-10-02,2026-10-05 01:24:00,"Assessed critical: the deadline of 2026-10-02 (MSG_0976) passed 3 day(s) before the most recent message; DEMO_001 states the deadline as ""tomorrow at 10:00""; it was not resolved to a date, so the proximity is taken from the wording; at least one message about this subject uses explicit urgency wording. MSG_0976 pushed the deadline from 2026-09-28 back to 2026-10-02.",deadline_relative_imminent deadline_overdue deadline_moved_later deadline_conflict explicit_urgency chased_repeatedly response_required category_action_required
MSG_0338,EVENT_0064,GROUP_022,Product demo,high,0.7509,3.45,rescheduled,,2026-10-05 01:24:00,Assessed high: the event of 2026-10-01 (MSG_0965) passed 4 day(s) before the most recent message; this subject is a meeting or event.,deadline_overdue category_meeting_event
MSG_0339,TASK_0093,GROUP_005,Pay the electricity bill,high,0.82,4.1,pending,2026-09-28,2026-10-05 01:24:00,Assessed high: the deadline of 2026-09-28 (MSG_0990) passed 7 day(s) before the most recent message; the most recent traffic about this subject is an unanswered question; the subject has been chased 2 time(s). MSG_0990 pushed the deadline from 2026-09-07 back to 2026-09-28.,deadline_overdue deadline_moved_later chased_once response_required category_action_required
MSG_0340,TASK_0094,GROUP_041,Back up the project files,critical,0.8892,5.9,pending,2026-09-27,2026-10-05 01:24:00,Assessed critical: the deadline of 2026-09-27 (MSG_0989) passed 8 day(s) before the most recent message; at least one message about this subject uses explicit urgency wording; the most recent traffic about this subject is an unanswered question. MSG_0989 pushed the deadline from 2026-09-08 back to 2026-09-27.,deadline_overdue deadline_moved_later explicit_urgency chased_once response_required category_action_required
MSG_0342,EVENT_0065,GROUP_022,Product demo,high,0.7509,3.45,rescheduled,,2026-10-05 01:24:00,Assessed high: the event of 2026-10-01 (MSG_0965) passed 4 day(s) before the most recent message; this subject is a meeting or event.,deadline_overdue category_meeting_event
MSG_0345,TASK_0095,GROUP_013,Upload the assignment,low,0.8117,1.4,pending,2026-10-20,2026-10-05 01:24:00,Assessed low: the subject has been chased 5 times; the most recent traffic about this subject is an unanswered question; this subject is work the recipient must do. the deadline of 2026-10-20 (DEMO_020) is 15 days away; DEMO_020 pushed the deadline from 2026-09-05 back to 2026-10-20.,deadline_beyond_7_days deadline_moved_later chased_repeatedly response_required category_action_required
MSG_0348,TASK_0096,GROUP_017,Demo was ready,low,0.5434,0.4,pending,,2026-10-05 01:24:00,Assessed low: this subject is work the recipient must do.,no_deadline category_action_required
MSG_0350,EVENT_0066,,Meeting,low,0.451,0.25,,,2026-10-05 01:24:00,Assessed low: this subject is a meeting or event.,no_deadline category_meeting_event
MSG_0354,EVENT_0067,,Meeting,low,0.451,0.25,,,2026-10-05 01:24:00,Assessed low: this subject is a meeting or event.,no_deadline category_meeting_event
MSG_0356,EVENT_0068,GROUP_019,Client discussion,low,0.7509,0.95,rescheduled,,2026-10-05 01:24:00,Assessed low: the event of 2026-10-09 (MSG_0961) is 4 days away; this subject is a meeting or event.,deadline_within_7_days category_meeting_event
MSG_0357,EVENT_0069,GROUP_027,Project review,high,0.7509,3.45,rescheduled,,2026-10-05 01:24:00,Assessed high: the event of 2026-09-29 (MSG_0963) passed 6 day(s) before the most recent message; this subject is a meeting or event.,deadline_overdue category_meeting_event
MSG_0358,TASK_0097,GROUP_035,Send the expense receipt,low,0.5046,-5.7,cancelled,2026-10-01,2026-10-05 01:24:00,Assessed low: the recorded messages disagree about this subject's state. MSG_0940 cancels this.,status_cancelled status_contested
MSG_0359,EVENT_0070,GROUP_033,Technical interview,high,0.7509,3.45,rescheduled,,2026-10-05 01:24:00,Assessed high: the event of 2026-10-04 (MSG_0968) passed 1 day(s) before the most recent message; this subject is a meeting or event.,deadline_overdue category_meeting_event
MSG_0360,TASK_0098,GROUP_036,Verify the dataset labels,low,0.5046,-5.7,cancelled,2026-09-28,2026-10-05 01:24:00,Assessed low: the recorded messages disagree about this subject's state. MSG_0948 cancels this.,status_cancelled status_contested
MSG_0361,TASK_0099,GROUP_034,Prepare the demo video,low,0.5046,-5.7,completed,2026-09-27,2026-10-05 01:24:00,Assessed low: the recorded messages disagree about this subject's state. MSG_0937 reports this complete.,status_completed status_contested
MSG_0363,EVENT_0071,GROUP_042,Design review,low,0.5434,0.25,pending,,2026-10-05 01:24:00,Assessed low: this subject is a meeting or event.,no_deadline category_meeting_event
MSG_0365,TASK_0100,GROUP_004,Reply to the client email,critical,0.82,5.5,pending,2026-09-10,2026-10-05 01:24:00,Assessed critical: the deadline of 2026-09-10 (MSG_0853) passed 25 day(s) before the most recent message; the subject has been chased 6 times; the most recent traffic about this subject is an unanswered question.,deadline_overdue chased_repeatedly response_required category_action_required
MSG_0366,TASK_0101,GROUP_004,Reply to the client email,critical,0.82,5.5,pending,2026-09-10,2026-10-05 01:24:00,Assessed critical: the deadline of 2026-09-10 (MSG_0853) passed 25 day(s) before the most recent message; the subject has been chased 6 times; the most recent traffic about this subject is an unanswered question.,deadline_overdue chased_repeatedly response_required category_action_required
MSG_0368,TASK_0102,GROUP_011,Email the signed document,low,0.5712,-5.1,completed,2026-09-06,2026-10-05 01:24:00,Assessed low: the subject was chased after it was reported closed; the recorded messages disagree about this subject's state. MSG_0933 reports this complete.,status_completed status_contested chased_after_closure
MSG_0369,TASK_0103,GROUP_037,Submit the weekly report,low,0.4796,-5.7,completed,2026-09-28,2026-10-05 01:24:00,Assessed low: the recorded messages disagree about this subject's state. MSG_0949 reports this complete.,status_completed status_contested
MSG_0377,TASK_0104,GROUP_018,Review the file before the meeting,low,0.5434,0.4,pending,,2026-10-05 01:24:00,Assessed low: this subject is work the recipient must do.,no_deadline category_action_required
MSG_0378,EVENT_0072,GROUP_006,Internship orientation,medium,0.7509,1.65,rescheduled,,2026-10-05 01:24:00,Assessed medium: the event of 2026-10-07 (DEMO_009) is 2 days away; this subject is a meeting or event.,deadline_within_3_days category_meeting_event
MSG_0379,TASK_0105,GROUP_037,Submit the weekly report,low,0.4796,-5.7,completed,2026-09-28,2026-10-05 01:24:00,Assessed low: the recorded messages disagree about this subject's state. MSG_0949 reports this complete.,status_completed status_contested
MSG_0382,EVENT_0073,GROUP_027,Project review,high,0.7509,3.45,rescheduled,,2026-10-05 01:24:00,Assessed high: the event of 2026-09-29 (MSG_0963) passed 6 day(s) before the most recent message; this subject is a meeting or event.,deadline_overdue category_meeting_event
MSG_0384,EVENT_0074,GROUP_044,College seminar,low,0.5434,0.25,pending,,2026-10-05 01:24:00,Assessed low: this subject is a meeting or event.,no_deadline category_meeting_event
MSG_0386,TASK_0106,GROUP_043,Send it soon,low,0.5434,0.4,pending,,2026-10-05 01:24:00,Assessed low: this subject is work the recipient must do.,no_deadline category_action_required
MSG_0393,TASK_0107,GROUP_043,Send it soon,low,0.5434,0.4,pending,,2026-10-05 01:24:00,Assessed low: this subject is work the recipient must do.,no_deadline category_action_required
MSG_0394,TASK_0108,GROUP_011,Email the signed document,low,0.5712,-5.1,completed,2026-09-06,2026-10-05 01:24:00,Assessed low: the subject was chased after it was reported closed; the recorded messages disagree about this subject's state. MSG_0933 reports this complete.,status_completed status_contested chased_after_closure
MSG_0396,TASK_0109,GROUP_020,Complete the Python exercise,low,0.5046,-5.7,cancelled,2026-10-01,2026-10-05 01:24:00,Assessed low: the recorded messages disagree about this subject's state. MSG_0938 cancels this.,status_cancelled status_contested
MSG_0398,TASK_0110,GROUP_014,Complete the onboarding form,critical,0.82,5.5,pending,2026-09-06,2026-10-05 01:24:00,Assessed critical: the deadline of 2026-09-06 (MSG_0624) passed 29 day(s) before the most recent message; the subject has been chased 6 times; the most recent traffic about this subject is an unanswered question.,deadline_overdue chased_repeatedly response_required category_action_required
MSG_0401,TASK_0111,GROUP_041,Back up the project files,critical,0.8892,5.9,pending,2026-09-27,2026-10-05 01:24:00,Assessed critical: the deadline of 2026-09-27 (MSG_0989) passed 8 day(s) before the most recent message; at least one message about this subject uses explicit urgency wording; the most recent traffic about this subject is an unanswered question. MSG_0989 pushed the deadline from 2026-09-08 back to 2026-09-27.,deadline_overdue deadline_moved_later explicit_urgency chased_once response_required category_action_required
MSG_0405,EVENT_0075,GROUP_023,Doctor appointment,medium,0.7509,1.65,rescheduled,,2026-10-05 01:24:00,Assessed medium: the event of 2026-10-08 (MSG_0960) is 3 days away; this subject is a meeting or event.,deadline_within_3_days category_meeting_event
MSG_0407,TASK_0112,GROUP_032,Send the revised presentation,low,0.5657,-5.1,cancelled,2026-09-29,2026-10-05 01:24:00,Assessed low: the subject was chased after it was reported closed; the recorded messages disagree about this subject's state. MSG_0934 cancels this.,status_cancelled status_contested chased_after_closure
MSG_0410,TASK_0113,GROUP_025,Call Maya when you are free,low,0.5434,0.4,pending,,2026-10-05 01:24:00,Assessed low: this subject is work the recipient must do.,no_deadline category_action_required
MSG_0412,TASK_0114,GROUP_012,Update the project tracker,low,0.5664,-5.1,cancelled,2026-10-06,2026-10-05 01:24:00,Assessed low: the subject was chased after it was reported closed; the recorded messages disagree about this subject's state. MSG_0942 cancels this.,status_cancelled status_contested chased_after_closure
MSG_0413,EVENT_0076,GROUP_033,Technical interview,high,0.7509,3.45,rescheduled,,2026-10-05 01:24:00,Assessed high: the event of 2026-10-04 (MSG_0968) passed 1 day(s) before the most recent message; this subject is a meeting or event.,deadline_overdue category_meeting_event
MSG_0414,EVENT_0077,GROUP_042,Design review,low,0.5434,0.25,pending,,2026-10-05 01:24:00,Assessed low: this subject is a meeting or event.,no_deadline category_meeting_event
MSG_0417,TASK_0115,GROUP_036,Verify the dataset labels,low,0.5046,-5.7,cancelled,2026-09-28,2026-10-05 01:24:00,Assessed low: the recorded messages disagree about this subject's state. MSG_0948 cancels this.,status_cancelled status_contested
MSG_0418,TASK_0116,GROUP_004,Reply to the client email,critical,0.82,5.5,pending,2026-09-10,2026-10-05 01:24:00,Assessed critical: the deadline of 2026-09-10 (MSG_0853) passed 25 day(s) before the most recent message; the subject has been chased 6 times; the most recent traffic about this subject is an unanswered question.,deadline_overdue chased_repeatedly response_required category_action_required
MSG_0420,TASK_0117,GROUP_014,Complete the onboarding form,critical,0.82,5.5,pending,2026-09-06,2026-10-05 01:24:00,Assessed critical: the deadline of 2026-09-06 (MSG_0624) passed 29 day(s) before the most recent message; the subject has been chased 6 times; the most recent traffic about this subject is an unanswered question.,deadline_overdue chased_repeatedly response_required category_action_required
MSG_0422,TASK_0118,GROUP_020,Complete the Python exercise,low,0.5046,-5.7,cancelled,2026-10-01,2026-10-05 01:24:00,Assessed low: the recorded messages disagree about this subject's state. MSG_0938 cancels this.,status_cancelled status_contested
MSG_0423,EVENT_0078,GROUP_022,Product demo,high,0.7509,3.45,rescheduled,,2026-10-05 01:24:00,Assessed high: the event of 2026-10-01 (MSG_0965) passed 4 day(s) before the most recent message; this subject is a meeting or event.,deadline_overdue category_meeting_event
MSG_0424,EVENT_0079,GROUP_031,Sprint planning,high,0.7509,3.45,rescheduled,,2026-10-05 01:24:00,Assessed high: the event of 2026-10-03 (MSG_0967) passed 2 day(s) before the most recent message; this subject is a meeting or event.,deadline_overdue category_meeting_event
MSG_0425,TASK_0119,GROUP_008,Review the model results,low,0.5659,-5.1,completed,2026-09-30,2026-10-05 01:24:00,Assessed low: the subject was chased after it was reported closed; the recorded messages disagree about this subject's state. MSG_0935 reports this complete.,status_completed status_contested chased_after_closure
MSG_0427,EVENT_0080,GROUP_027,Project review,high,0.7509,3.45,rescheduled,,2026-10-05 01:24:00,Assessed high: the event of 2026-09-29 (MSG_0963) passed 6 day(s) before the most recent message; this subject is a meeting or event.,deadline_overdue category_meeting_event
MSG_0428,TASK_0120,GROUP_017,Demo was ready,low,0.5434,0.4,pending,,2026-10-05 01:24:00,Assessed low: this subject is work the recipient must do.,no_deadline category_action_required
MSG_0430,EVENT_0081,GROUP_006,Internship orientation,medium,0.7509,1.65,rescheduled,,2026-10-05 01:24:00,Assessed medium: the event of 2026-10-07 (DEMO_009) is 2 days away; this subject is a meeting or event.,deadline_within_3_days category_meeting_event
MSG_0435,EVENT_0082,GROUP_001,Family dinner,medium,0.7509,2.25,rescheduled,,2026-10-05 01:24:00,Assessed medium: the event of 2026-10-06 (MSG_0958) is one day after the most recent message; this subject is a meeting or event.,deadline_tomorrow category_meeting_event
MSG_0438,TASK_0121,GROUP_025,Call Maya when you are free,low,0.5434,0.4,pending,,2026-10-05 01:24:00,Assessed low: this subject is work the recipient must do.,no_deadline category_action_required
MSG_0439,TASK_0122,GROUP_017,Demo was ready,low,0.5434,0.4,pending,,2026-10-05 01:24:00,Assessed low: this subject is work the recipient must do.,no_deadline category_action_required
MSG_0444,EVENT_0083,,Meeting,low,0.451,0.25,,,2026-10-05 01:24:00,Assessed low: this subject is a meeting or event.,no_deadline category_meeting_event
MSG_0445,EVENT_0084,GROUP_033,Technical interview,high,0.7509,3.45,rescheduled,,2026-10-05 01:24:00,Assessed high: the event of 2026-10-04 (MSG_0968) passed 1 day(s) before the most recent message; this subject is a meeting or event.,deadline_overdue category_meeting_event
MSG_0449,EVENT_0085,GROUP_026,AI workshop,high,0.7509,3.45,rescheduled,,2026-10-05 01:24:00,Assessed high: the event of 2026-09-30 (MSG_0964) passed 5 day(s) before the most recent message; this subject is a meeting or event.,deadline_overdue category_meeting_event
MSG_0450,EVENT_0086,GROUP_044,College seminar,low,0.5434,0.25,pending,,2026-10-05 01:24:00,Assessed low: this subject is a meeting or event.,no_deadline category_meeting_event
MSG_0451,TASK_0123,GROUP_004,Reply to the client email,critical,0.82,5.5,pending,2026-09-10,2026-10-05 01:24:00,Assessed critical: the deadline of 2026-09-10 (MSG_0853) passed 25 day(s) before the most recent message; the subject has been chased 6 times; the most recent traffic about this subject is an unanswered question.,deadline_overdue chased_repeatedly response_required category_action_required
MSG_0455,TASK_0124,GROUP_036,Verify the dataset labels,low,0.5046,-5.7,cancelled,2026-09-28,2026-10-05 01:24:00,Assessed low: the recorded messages disagree about this subject's state. MSG_0948 cancels this.,status_cancelled status_contested
MSG_0456,EVENT_0087,GROUP_019,Client discussion,low,0.7509,0.95,rescheduled,,2026-10-05 01:24:00,Assessed low: the event of 2026-10-09 (MSG_0961) is 4 days away; this subject is a meeting or event.,deadline_within_7_days category_meeting_event
